id,date,hour,station_id,aqi,main_pollutant,co,co_avg8,co_avg24,co_iaqi,no2,no2_avg8,no2_avg24,no2_iaqi,so2,so2_avg8,so2_avg24,so2_iaqi,o3,o3_avg8,o3_avg24,o3_iaqi,pm10,pm10_avg8,pm10_avg24,pm10_iaqi,pm25,pm25_avg8,pm25_avg24,pm25_iaqi,data_source,create_date,miss_data,this_id
22704,2014/1/9,23,110000002,NULL,NULL,1900,NULL,1000,19,69,NULL,36,35,56,NULL,32,19,6,NULL,66,21,94,NULL,42,42,79,NULL,28,39,2,59:02.2,1,790
22705,2014/1/10,0,110000002,NULL,NULL,1900,NULL,1000,19,64,NULL,37,32,52,NULL,33,18,6,NULL,66,21,83,NULL,44,44,67,NULL,29,42,2,59:02.2,1,791
22706,2014/1/10,1,110000002,NULL,NULL,1700,NULL,1000,17,48,NULL,38,24,47,NULL,34,16,11,NULL,66,21,72,NULL,46,46,59,NULL,31,44,2,59:02.2,1,792
22707,2014/1/10,2,110000002,NULL,NULL,1200,NULL,1000,12,36,NULL,38,18,37,NULL,35,13,19,NULL,66,21,50,NULL,46,46,46,NULL,31,45,2,59:02.2,1,793
22708,2014/1/10,3,110000002,NULL,NULL,1000,NULL,1000,10,33,NULL,38,17,33,NULL,35,11,20,NULL,66,21,44,NULL,47,47,39,NULL,32,45,2,59:02.2,1,794
22709,2014/1/10,4,110000002,NULL,NULL,1400,NULL,1000,14,40,NULL,38,20,38,NULL,36,13,14,NULL,66,21,66,NULL,47,47,45,NULL,33,47,2,59:02.2,1,795
22710,2014/1/10,5,110000002,NULL,NULL,2500,NULL,1000,25,55,NULL,39,28,41,NULL,37,14,4,NULL,66,21,95,NULL,50,50,71,NULL,35,49,2,59:02.2,1,796
22711,2014/1/10,6,110000002,NULL,NULL,4600,NULL,2000,46,79,NULL,41,40,89,NULL,39,30,7,NULL,66,21,147,NULL,54,52,121,NULL,39,55,2,59:02.2,1,797
22712,2014/1/10,7,110000002,NULL,NULL,3700,NULL,2000,37,66,NULL,43,33,80,NULL,41,27,3,NULL,66,21,107,NULL,58,54,88,NULL,42,58,2,59:02.2,1,798
22713,2014/1/10,8,110000002,NULL,NULL,3200,NULL,2000,32,65,NULL,44,33,54,NULL,42,18,3,NULL,66,21,119,NULL,61,56,78,NULL,44,61,2,59:02.2,1,799
22714,2014/1/10,9,110000002,NULL,NULL,3600,NULL,2000,36,64,NULL,45,32,58,NULL,42,20,4,NULL,66,21,111,NULL,64,57,89,NULL,47,65,2,59:02.2,1,800
22715,2014/1/10,10,110000002,NULL,NULL,3800,NULL,2000,38,73,NULL,46,37,99,NULL,43,33,5,NULL,66,21,117,NULL,68,59,96,NULL,50,69,2,59:02.2,1,801
22716,2014/1/10,11,110000002,NULL,NULL,4200,NULL,2000,42,78,NULL,48,39,86,NULL,45,29,6,NULL,66,21,170,NULL,74,62,112,NULL,54,73,2,59:02.2,1,802
22717,2014/1/10,12,110000002,NULL,NULL,4900,NULL,2000,50,96,NULL,52,48,105,NULL,49,35,6,NULL,66,21,207,NULL,82,66,171,NULL,60,82,2,59:02.2,1,803
22718,2014/1/10,13,110000002,NULL,NULL,3000,NULL,2000,30,82,NULL,54,41,92,NULL,52,31,11,NULL,66,21,121,NULL,87,69,123,NULL,65,88,2,59:02.2,1,804
22719,2014/1/10,14,110000002,NULL,NULL,600,NULL,2000,6,31,NULL,55,16,45,NULL,54,15,40,NULL,66,21,6,NULL,87,69,29,NULL,66,88,2,59:02.2,1,805
22720,2014/1/10,15,110000002,NULL,NULL,300,NULL,2000,3,25,NULL,56,13,29,NULL,54,10,54,NULL,61,20,15,NULL,87,69,19,NULL,66,89,2,59:02.2,1,806
22721,2014/1/10,16,110000002,NULL,NULL,200,NULL,2000,2,27,NULL,56,14,28,NULL,55,10,54,NULL,56,18,23,NULL,87,69,13,NULL,67,89,2,59:02.2,1,807
22722,2014/1/10,17,110000002,NULL,NULL,300,NULL,3000,3,40,NULL,57,20,32,NULL,56,11,41,NULL,55,17,40,NULL,88,69,20,NULL,67,90,2,59:02.2,1,808
22723,2014/1/10,18,110000002,NULL,NULL,300,NULL,2000,3,44,NULL,57,22,32,NULL,56,11,35,NULL,55,17,52,NULL,88,69,23,NULL,67,90,2,59:02.2,1,809
22724,2014/1/10,19,110000002,NULL,NULL,800,NULL,3000,8,64,NULL,58,32,41,NULL,57,14,18,NULL,55,17,55,NULL,88,69,39,NULL,67,90,2,59:02.2,1,810
22725,2014/1/10,20,110000002,NULL,NULL,1800,NULL,3000,18,78,NULL,59,39,64,NULL,58,22,10,NULL,55,17,93,NULL,89,70,70,NULL,69,92,2,59:02.2,1,811
22726,2014/1/10,21,110000002,NULL,NULL,3300,NULL,3000,33,104,NULL,60,52,104,NULL,59,35,7,NULL,55,17,225,NULL,93,72,142,NULL,72,96,2,59:02.2,1,812
22727,2014/1/10,22,110000002,NULL,NULL,3200,NULL,3000,32,106,NULL,61,53,97,NULL,60,33,6,NULL,55,17,213,NULL,97,74,146,NULL,74,99,2,59:02.2,1,813
22728,2014/1/10,23,110000002,NULL,NULL,1900,NULL,3000,19,73,NULL,61,37,60,NULL,60,20,5,NULL,55,17,95,NULL,97,74,84,NULL,75,99,2,59:02.2,1,814
22729,2014/1/11,0,110000002,NULL,NULL,900,NULL,3000,9,45,NULL,60,23,37,NULL,60,13,16,NULL,55,17,50,NULL,96,73,40,NULL,73,98,2,59:02.2,1,815
22730,2014/1/11,1,110000002,NULL,NULL,1100,NULL,3000,12,48,NULL,60,24,47,NULL,60,16,14,NULL,55,17,53,NULL,95,73,46,NULL,73,97,2,59:02.2,1,816
22731,2014/1/11,2,110000002,NULL,NULL,3100,NULL,3000,31,68,NULL,62,34,69,NULL,61,23,10,NULL,55,17,117,NULL,98,74,99,NULL,75,100,2,59:02.2,1,817
22732,2014/1/11,3,110000002,NULL,NULL,3100,NULL,3000,31,69,NULL,63,35,66,NULL,62,22,7,NULL,55,17,133,NULL,101,76,107,NULL,78,104,2,59:02.2,1,818
22733,2014/1/11,4,110000002,NULL,NULL,3800,NULL,3000,38,70,NULL,65,35,79,NULL,64,27,8,NULL,55,17,128,NULL,104,77,114,NULL,81,107,2,59:02.2,1,819
22734,2014/1/11,5,110000002,NULL,NULL,3700,NULL,3000,37,77,NULL,65,39,72,NULL,65,24,6,NULL,55,17,119,NULL,105,78,97,NULL,82,108,2,59:02.2,1,820
22735,2014/1/11,6,110000002,NULL,NULL,4500,NULL,3000,45,78,NULL,65,39,73,NULL,65,25,7,NULL,55,17,126,NULL,104,77,96,NULL,81,107,2,59:02.2,1,821
22736,2014/1/11,7,110000002,NULL,NULL,4000,NULL,3000,40,70,NULL,66,35,62,NULL,64,21,5,NULL,55,17,122,NULL,105,78,95,NULL,81,108,2,59:02.2,1,822
22737,2014/1/11,8,110000002,NULL,NULL,2800,NULL,3000,28,62,NULL,65,31,78,NULL,65,26,4,NULL,55,17,77,NULL,103,77,73,NULL,81,107,2,59:02.2,1,823
22738,2014/1/11,9,110000002,NULL,NULL,3200,NULL,3000,32,69,NULL,66,35,88,NULL,66,30,4,NULL,55,17,100,NULL,102,76,80,NULL,81,107,2,59:02.2,1,824
22739,2014/1/11,10,110000002,NULL,NULL,4700,NULL,3000,47,85,NULL,66,43,98,NULL,66,33,5,NULL,55,17,165,NULL,104,77,127,NULL,82,108,2,59:02.2,1,825
22740,2014/1/11,11,110000002,NULL,NULL,4800,NULL,3000,48,92,NULL,67,46,113,NULL,67,38,5,NULL,55,17,160,NULL,104,77,139,NULL,83,110,2,59:02.2,1,826
22741,2014/1/11,12,110000002,NULL,NULL,4500,NULL,3000,45,103,NULL,67,52,145,NULL,69,49,6,NULL,55,17,152,NULL,102,76,148,NULL,82,109,2,59:02.2,1,827
22742,2014/1/11,13,110000002,NULL,NULL,3200,NULL,3000,32,98,NULL,68,49,123,NULL,70,41,9,NULL,55,17,112,NULL,101,76,131,NULL,82,109,2,59:02.2,1,828
22743,2014/1/11,14,110000002,NULL,NULL,2600,NULL,3000,26,93,NULL,70,47,103,NULL,72,35,12,NULL,55,17,121,NULL,106,78,131,NULL,87,114,2,59:02.2,1,829
22744,2014/1/11,15,110000002,NULL,NULL,1800,NULL,3000,18,81,NULL,73,41,94,NULL,75,32,16,NULL,55,17,110,NULL,110,80,105,NULL,90,119,2,59:02.2,1,830
22745,2014/1/11,16,110000002,NULL,NULL,1200,NULL,3000,12,69,NULL,74,35,76,NULL,77,26,18,NULL,41,13,94,NULL,113,82,76,NULL,93,122,2,59:02.2,1,831
22746,2014/1/11,17,110000002,NULL,NULL,1000,NULL,3000,10,62,NULL,75,31,63,NULL,78,21,19,NULL,35,11,74,NULL,114,82,51,NULL,94,124,2,59:02.2,1,832
22747,2014/1/11,18,110000002,NULL,NULL,1500,NULL,3000,15,79,NULL,77,40,74,NULL,80,25,9,NULL,20,7,93,NULL,116,83,66,NULL,96,126,2,59:02.2,1,833
22748,2014/1/11,19,110000002,NULL,NULL,1700,NULL,3000,17,84,NULL,78,42,77,NULL,82,26,7,NULL,20,7,121,NULL,119,85,84,NULL,98,128,2,59:02.2,1,834
22749,2014/1/11,20,110000002,NULL,NULL,2300,NULL,3000,23,91,NULL,78,46,85,NULL,83,29,6,NULL,20,7,135,NULL,121,86,95,NULL,99,130,2,59:02.2,1,835
22750,2014/1/11,21,110000002,NULL,NULL,2400,NULL,3000,24,84,NULL,77,42,91,NULL,82,31,5,NULL,20,7,124,NULL,116,83,97,NULL,97,127,2,59:02.2,1,836
22751,2014/1/11,22,110000002,NULL,NULL,1700,NULL,3000,17,67,NULL,76,34,65,NULL,81,22,9,NULL,20,7,89,NULL,111,81,60,NULL,93,123,2,59:02.2,1,837
22752,2014/1/11,23,110000002,NULL,NULL,400,NULL,3000,4,28,NULL,74,14,28,NULL,79,10,38,NULL,38,12,60,NULL,110,80,31,NULL,91,120,2,59:02.2,1,838
22753,2014/1/12,9,110000002,NULL,NULL,500,NULL,2000,5,25,NULL,58,13,23,NULL,58,8,49,NULL,62,20,13,NULL,80,65,14,NULL,62,84,2,59:02.2,1,839
22754,2014/1/12,10,110000002,NULL,NULL,700,NULL,2000,7,34,NULL,55,17,58,NULL,56,20,38,NULL,62,20,20,NULL,74,62,14,NULL,57,78,2,59:02.2,1,840
22755,2014/1/12,11,110000002,NULL,NULL,700,NULL,2000,7,30,NULL,53,15,78,NULL,55,26,41,NULL,62,20,6,NULL,68,59,16,NULL,52,71,2,59:02.2,1,841
22756,2014/1/12,12,110000002,NULL,NULL,600,NULL,2000,6,23,NULL,49,12,38,NULL,50,13,52,NULL,62,20,6,NULL,62,56,15,NULL,47,64,2,59:02.2,1,842
22757,2014/1/12,13,110000002,NULL,NULL,400,NULL,1000,4,18,NULL,46,9,18,NULL,46,6,60,NULL,62,20,6,NULL,58,54,10,NULL,41,58,2,59:02.2,1,843
22758,2014/1/12,14,110000002,NULL,NULL,300,NULL,1000,3,15,NULL,42,8,12,NULL,42,4,65,NULL,65,21,6,NULL,53,52,11,NULL,36,52,2,59:02.2,1,844
22759,2014/1/12,15,110000002,NULL,NULL,200,NULL,1000,2,13,NULL,39,7,13,NULL,39,5,68,NULL,69,22,26,NULL,49,49,9,NULL,32,46,2,59:02.2,1,845
22760,2014/1/12,16,110000002,NULL,NULL,200,NULL,1000,2,16,NULL,37,8,13,NULL,36,5,65,NULL,69,22,8,NULL,46,46,11,NULL,30,42,2,59:02.2,1,846
22761,2014/1/12,17,110000002,NULL,NULL,200,NULL,1000,2,20,NULL,35,10,14,NULL,34,5,61,NULL,69,22,11,NULL,43,43,11,NULL,28,40,2,59:02.2,1,847
22762,2014/1/12,18,110000002,NULL,NULL,300,NULL,1000,3,31,NULL,33,16,14,NULL,31,5,48,NULL,69,22,29,NULL,40,40,12,NULL,26,37,2,59:02.2,1,848
22763,2014/1/12,19,110000002,NULL,NULL,1000,NULL,1000,10,55,NULL,32,28,33,NULL,30,11,25,NULL,69,22,55,NULL,38,38,37,NULL,24,34,2,59:02.2,1,849
22764,2014/1/12,20,110000002,NULL,NULL,1200,NULL,1000,12,65,NULL,31,33,43,NULL,28,15,13,NULL,69,22,38,NULL,34,34,41,NULL,22,31,2,59:02.2,1,850
22765,2014/1/12,21,110000002,NULL,NULL,1700,NULL,1000,17,74,NULL,30,37,51,NULL,26,17,8,NULL,69,22,87,NULL,32,32,66,NULL,20,29,2,59:02.2,1,851
22766,2014/1/12,22,110000002,NULL,NULL,1200,NULL,1000,12,66,NULL,30,33,55,NULL,26,19,9,NULL,69,22,93,NULL,32,32,55,NULL,20,29,2,59:02.2,1,852
22767,2014/1/12,23,110000002,NULL,NULL,1500,NULL,1000,15,57,NULL,32,29,45,NULL,26,15,14,NULL,69,22,77,NULL,33,33,52,NULL,21,30,2,59:02.2,1,853
22768,2014/1/13,0,110000002,NULL,NULL,1200,NULL,1000,12,35,NULL,33,18,35,NULL,28,12,28,NULL,69,22,46,NULL,33,33,40,NULL,22,31,2,59:02.2,1,854
22769,2014/1/13,1,110000002,NULL,NULL,1100,NULL,1000,12,32,NULL,33,16,41,NULL,29,14,29,NULL,69,22,35,NULL,33,33,32,NULL,23,32,2,59:02.2,1,855
22770,2014/1/13,2,110000002,NULL,NULL,1100,NULL,1000,12,29,NULL,34,15,29,NULL,30,10,30,NULL,69,22,39,NULL,32,32,33,NULL,23,33,2,59:02.2,1,856
22771,2014/1/13,3,110000002,NULL,NULL,1000,NULL,1000,10,53,NULL,35,27,33,NULL,30,11,10,NULL,69,22,34,NULL,32,32,28,NULL,24,34,2,59:02.2,1,857
22772,2014/1/13,4,110000002,NULL,NULL,1100,NULL,1000,12,46,NULL,36,23,30,NULL,31,10,14,NULL,69,22,31,NULL,32,32,28,NULL,24,35,2,59:02.2,1,858
22773,2014/1/13,5,110000002,NULL,NULL,1100,NULL,1000,12,49,NULL,37,25,32,NULL,32,11,11,NULL,69,22,27,NULL,32,32,27,NULL,25,36,2,59:02.2,1,859
22774,2014/1/13,6,110000002,NULL,NULL,1200,NULL,1000,12,42,NULL,37,21,41,NULL,33,14,16,NULL,69,22,31,NULL,32,32,28,NULL,26,36,2,59:02.2,1,860
22775,2014/1/13,7,110000002,NULL,NULL,1900,NULL,1000,19,53,NULL,38,27,39,NULL,34,13,5,NULL,69,22,54,NULL,34,34,37,NULL,27,38,2,59:02.2,1,861
22776,2014/1/13,8,110000002,NULL,NULL,2100,NULL,1000,21,54,NULL,39,27,41,NULL,34,14,4,NULL,69,22,52,NULL,35,35,47,NULL,28,40,2,59:02.2,1,862
22777,2014/1/13,9,110000002,NULL,NULL,2100,NULL,1000,21,57,NULL,40,29,45,NULL,35,15,3,NULL,69,22,52,NULL,36,36,44,NULL,29,42,2,59:02.2,1,863
22778,2014/1/13,10,110000002,NULL,NULL,3900,NULL,2000,39,74,NULL,42,37,83,NULL,36,28,7,NULL,69,22,115,NULL,40,40,86,NULL,32,46,2,59:02.2,1,864
22779,2014/1/13,11,110000002,NULL,NULL,3100,NULL,2000,31,72,NULL,44,36,91,NULL,37,31,7,NULL,69,22,110,NULL,45,45,93,NULL,36,51,2,59:02.2,1,865
22780,2014/1/13,12,110000002,NULL,NULL,2400,NULL,2000,24,73,NULL,46,37,113,NULL,40,38,11,NULL,69,22,79,NULL,48,48,90,NULL,39,54,2,59:02.2,1,866
22781,2014/1/13,13,110000002,NULL,NULL,1900,NULL,2000,19,64,NULL,48,32,87,NULL,43,29,22,NULL,69,22,50,NULL,49,49,72,NULL,41,58,2,59:02.2,1,867
22782,2014/1/13,14,110000002,NULL,NULL,1400,NULL,2000,14,53,NULL,49,27,69,NULL,45,23,29,NULL,69,22,48,NULL,51,51,74,NULL,44,61,2,59:02.2,1,868
22783,2014/1/13,15,110000002,NULL,NULL,1300,NULL,2000,13,55,NULL,51,28,66,NULL,48,22,34,NULL,65,21,66,NULL,53,52,70,NULL,46,64,2,59:02.2,1,869
22784,2014/1/13,16,110000002,NULL,NULL,1400,NULL,2000,14,69,NULL,53,35,73,NULL,50,25,32,NULL,61,20,121,NULL,58,54,93,NULL,50,68,2,59:02.2,1,870
22785,2014/1/13,17,110000002,NULL,NULL,1300,NULL,2000,13,73,NULL,56,37,73,NULL,53,25,25,NULL,49,16,101,NULL,61,56,85,NULL,53,72,2,59:02.2,1,871
22786,2014/1/13,18,110000002,NULL,NULL,1500,NULL,2000,15,82,NULL,58,41,74,NULL,55,25,14,NULL,34,11,123,NULL,65,58,86,NULL,56,76,2,59:02.2,1,872
22787,2014/1/13,19,110000002,NULL,NULL,1800,NULL,2000,18,87,NULL,59,44,69,NULL,57,23,8,NULL,34,11,112,NULL,68,59,90,NULL,58,79,2,59:02.2,1,873
22788,2014/1/13,20,110000002,NULL,NULL,2400,NULL,2000,24,90,NULL,60,45,81,NULL,58,27,9,NULL,34,11,134,NULL,72,61,114,NULL,61,83,2,59:02.2,1,874
22789,2014/1/13,21,110000002,NULL,NULL,1900,NULL,2000,19,84,NULL,60,42,70,NULL,59,24,7,NULL,34,11,110,NULL,73,62,91,NULL,62,84,2,59:02.2,1,875
22790,2014/1/13,22,110000002,NULL,NULL,1900,NULL,2000,19,83,NULL,61,42,84,NULL,60,28,6,NULL,34,11,101,NULL,73,62,84,NULL,63,85,2,59:02.2,1,876
22791,2014/1/13,23,110000002,NULL,NULL,1900,NULL,2000,19,81,NULL,62,41,76,NULL,61,26,5,NULL,34,11,89,NULL,73,62,78,NULL,65,87,2,59:02.2,1,877
22792,2014/1/14,0,110000002,NULL,NULL,3300,NULL,2000,33,87,NULL,64,44,84,NULL,63,28,10,NULL,34,11,136,NULL,77,64,120,NULL,68,91,2,59:02.2,1,878
22793,2014/1/14,1,110000002,NULL,NULL,1500,NULL,2000,15,66,NULL,66,33,43,NULL,64,15,8,NULL,34,11,56,NULL,78,64,59,NULL,69,92,2,59:02.2,1,879
22794,2014/1/14,2,110000002,NULL,NULL,1800,NULL,2000,18,71,NULL,67,36,50,NULL,64,17,7,NULL,34,11,91,NULL,80,65,69,NULL,71,94,2,59:02.2,1,880
22795,2014/1/14,3,110000002,NULL,NULL,1900,NULL,2000,19,64,NULL,68,32,51,NULL,65,17,12,NULL,34,11,74,NULL,82,66,67,NULL,72,96,2,59:02.2,1,881
22796,2014/1/14,4,110000002,NULL,NULL,1700,NULL,2000,17,56,NULL,68,28,25,NULL,65,9,15,NULL,34,11,29,NULL,82,66,39,NULL,73,97,2,59:02.2,1,882
22797,2014/1/14,5,110000002,NULL,NULL,1100,NULL,2000,12,49,NULL,68,25,29,NULL,65,10,20,NULL,34,11,16,NULL,81,66,22,NULL,72,97,2,59:02.2,1,883
22798,2014/1/14,6,110000002,NULL,NULL,1000,NULL,2000,10,40,NULL,68,20,67,NULL,66,23,26,NULL,34,11,22,NULL,81,66,22,NULL,72,96,2,59:02.2,1,884
22799,2014/1/14,7,110000002,NULL,NULL,1100,NULL,2000,12,48,NULL,68,24,94,NULL,68,32,17,NULL,34,11,22,NULL,80,65,23,NULL,72,96,2,59:02.2,1,885
22800,2014/1/14,8,110000002,NULL,NULL,1100,NULL,2000,12,42,NULL,68,21,92,NULL,70,31,21,NULL,34,11,24,NULL,78,64,23,NULL,71,94,2,59:02.2,1,886
22801,2014/1/14,9,110000002,NULL,NULL,1100,NULL,2000,12,48,NULL,67,24,149,NULL,75,50,16,NULL,34,11,31,NULL,78,64,27,NULL,70,93,2,59:02.2,1,887
22802,2014/1/14,10,110000002,NULL,NULL,1600,NULL,2000,16,58,NULL,67,29,235,NULL,81,63,11,NULL,34,11,45,NULL,75,63,45,NULL,68,91,2,59:02.2,1,888
22803,2014/1/14,11,110000002,NULL,NULL,4100,NULL,2000,41,86,NULL,67,43,140,NULL,83,47,11,NULL,34,11,141,NULL,76,63,115,NULL,69,92,2,59:02.2,1,889
22804,2014/1/14,12,110000002,NULL,NULL,4100,NULL,2000,NULL,96,NULL,68,48,140,NULL,82,NULL,10,NULL,34,11,192,NULL,81,66,115,NULL,68,91,2,59:02.2,1coso2pm25,890
22805,2014/1/14,13,110000002,NULL,NULL,4100,NULL,2000,NULL,87,NULL,68,NULL,126.5,NULL,82,NULL,9,NULL,34,11,187,NULL,86,68,115,NULL,68,91,2,59:02.2,1cono2so2pm25,891
22806,2014/1/14,14,110000002,NULL,NULL,3000,NULL,2000,NULL,78,NULL,69,39,113,NULL,84,38,22,NULL,34,11,187,NULL,88,69,115,NULL,68,91,2,59:02.2,1copm10pm25,892
22807,2014/1/14,15,110000002,NULL,NULL,1900,NULL,2000,19,71,NULL,70,36,85,NULL,84,29,26,NULL,32,10,187,NULL,89,70,115,NULL,68,91,2,59:02.2,1o3pm10pm25,893
22808,2014/1/14,16,110000002,NULL,NULL,1600,NULL,2000,16,66,NULL,70,33,77,NULL,85,26,30,NULL,31,10,206.5,NULL,87,69,74,NULL,NULL,NULL,2,59:02.2,1pm10pm25,894
22809,2014/1/14,17,110000002,NULL,NULL,1000,NULL,2000,10,56,NULL,69,28,59,NULL,84,20,30,NULL,31,10,226,NULL,93,72,33,NULL,NULL,NULL,2,59:02.2,1,895
22810,2014/1/14,18,110000002,NULL,NULL,1900,NULL,2000,19,92,NULL,70,46,118,NULL,86,40,10,NULL,31,10,181,NULL,96,73,82,NULL,NULL,NULL,2,59:02.2,1,896
22811,2014/1/14,19,110000002,NULL,NULL,2500,NULL,2000,25,109,NULL,71,55,89,NULL,87,30,6,NULL,31,10,222,NULL,101,76,132,NULL,NULL,NULL,2,59:02.2,1,897
22812,2014/1/14,20,110000002,NULL,NULL,2700,NULL,2000,27,106,NULL,71,53,84,NULL,87,28,7,NULL,31,10,213,NULL,105,78,137,NULL,NULL,NULL,2,59:02.2,1,898
22813,2014/1/14,21,110000002,NULL,NULL,3000,NULL,2000,30,102,NULL,72,51,88,NULL,88,30,8,NULL,31,10,214,NULL,110,80,164,NULL,NULL,NULL,2,59:02.2,1,899
22814,2014/1/14,22,110000002,NULL,NULL,2500,NULL,2000,25,90,NULL,72,45,74,NULL,87,25,6,NULL,31,10,156,NULL,113,82,110,NULL,NULL,NULL,2,59:02.2,1,900
22815,2014/1/14,23,110000002,NULL,NULL,2300,NULL,2000,23,85,NULL,72,43,73,NULL,87,25,6,NULL,31,10,136,NULL,115,83,96,NULL,NULL,NULL,2,59:02.2,1,901
22816,2014/1/15,0,110000002,NULL,NULL,2200,NULL,2000,23,84,NULL,72,42,74,NULL,87,25,6,NULL,31,10,125,NULL,114,82,92,NULL,NULL,NULL,2,59:02.2,1,902
22817,2014/1/15,1,110000002,NULL,NULL,2000,NULL,2000,20,78,NULL,73,39,63,NULL,88,21,7,NULL,31,10,115,NULL,117,84,89,NULL,NULL,NULL,2,59:02.2,1,903
22818,2014/1/15,2,110000002,NULL,NULL,1800,NULL,2000,18,71,NULL,73,36,56,NULL,88,19,6,NULL,31,10,101,NULL,118,84,75,NULL,NULL,NULL,2,59:02.2,1,904
22819,2014/1/15,3,110000002,NULL,NULL,1600,NULL,2000,16,64,NULL,73,32,43,NULL,88,15,6,NULL,31,10,97,NULL,119,85,68,NULL,NULL,NULL,2,59:02.2,1,905
22820,2014/1/15,4,110000002,NULL,NULL,4800,NULL,2000,48,77,NULL,74,39,62,NULL,89,21,9,NULL,31,10,144,NULL,124,87,108,NULL,NULL,NULL,2,59:02.2,1,906
22821,2014/1/15,5,110000002,NULL,NULL,4400,NULL,3000,45,81,NULL,75,NULL,57,NULL,90,19,9,NULL,31,10,150,NULL,131,91,118,NULL,NULL,NULL,2,59:02.2,1no2,907
22822,2014/1/15,6,110000002,NULL,NULL,5700,NULL,3000,57,85,NULL,77,43,60,NULL,90,20,9,NULL,31,10,172,NULL,138,94,131,NULL,NULL,NULL,2,59:02.2,1,908
22823,2014/1/15,7,110000002,NULL,NULL,7000,NULL,3000,70,94,NULL,79,47,68,NULL,89,23,9,NULL,31,10,202,NULL,146,98,152,NULL,NULL,NULL,2,59:02.2,1,909
22824,2014/1/15,8,110000002,NULL,NULL,6900,NULL,3000,69,100,NULL,82,50,98,NULL,89,33,9,NULL,31,10,210,NULL,155,103,172,NULL,NULL,NULL,2,59:02.2,1,910
22825,2014/1/15,9,110000002,NULL,NULL,5800,NULL,4000,58,91,NULL,84,46,74,NULL,86,25,6,NULL,31,10,186,NULL,163,107,147,NULL,NULL,NULL,2,59:02.2,1,911
22826,2014/1/15,10,110000002,NULL,NULL,6500,NULL,4000,65,109,NULL,86,55,80,NULL,79,27,7,NULL,31,10,223,NULL,171,111,173,NULL,NULL,NULL,2,59:02.2,1,912
22827,2014/1/15,11,110000002,NULL,NULL,7000,NULL,4000,70,129,NULL,88,65,112,NULL,78,38,7,NULL,31,10,275,NULL,177,114,216,NULL,NULL,NULL,2,59:02.2,1,913
22828,2014/1/15,12,110000002,NULL,NULL,5700,NULL,4000,57,127,NULL,89,64,125,NULL,80,42,7,NULL,31,10,240,NULL,180,115,204,NULL,125,164,2,59:02.2,1,914
22829,2014/1/15,13,110000002,NULL,NULL,5300,NULL,4000,53,144,NULL,92,72,152,NULL,83,51,10,NULL,31,10,276,NULL,184,117,219,NULL,129,170,2,59:02.2,1,915
22830,2014/1/15,14,110000002,NULL,NULL,3700,NULL,4000,37,117,NULL,93,59,130,NULL,83,44,14,NULL,31,10,212,NULL,185,118,189,NULL,132,174,2,59:02.2,1,916
22831,2014/1/15,15,110000002,NULL,NULL,2800,NULL,4000,28,103,NULL,95,52,113,NULL,85,38,16,NULL,31,10,167,NULL,185,118,151,NULL,133,175,2,59:02.2,1,917
22832,2014/1/15,16,110000002,NULL,NULL,1900,NULL,4000,19,86,NULL,96,43,95,NULL,85,32,17,NULL,30,10,138,NULL,183,117,121,NULL,132,175,2,59:02.2,1,918
22833,2014/1/15,17,110000002,NULL,NULL,1500,NULL,4000,15,81,NULL,97,41,82,NULL,86,28,14,NULL,18,6,114,NULL,178,114,94,NULL,135,178,2,59:02.2,1,919
22834,2014/1/15,18,110000002,NULL,NULL,1200,NULL,4000,12,78,NULL,96,39,67,NULL,84,23,13,NULL,18,6,108,NULL,175,113,81,NULL,135,178,2,59:02.2,1,920
22835,2014/1/15,19,110000002,NULL,NULL,1300,NULL,4000,13,81,NULL,95,41,68,NULL,83,23,8,NULL,18,6,91,NULL,169,110,83,NULL,133,175,2,59:02.2,1,921
22836,2014/1/15,20,110000002,NULL,NULL,2300,NULL,4000,23,85,NULL,94,43,85,NULL,83,29,10,NULL,18,6,119,NULL,165,108,115,NULL,132,174,2,59:02.2,1,922
22837,2014/1/15,21,110000002,NULL,NULL,1900,NULL,4000,19,85,NULL,93,43,72,NULL,83,24,8,NULL,18,6,109,NULL,161,106,100,NULL,129,170,2,59:02.2,1,923
22838,2014/1/15,22,110000002,NULL,NULL,2100,NULL,4000,21,85,NULL,93,43,68,NULL,82,23,8,NULL,18,6,119,NULL,160,105,99,NULL,129,170,2,59:02.2,1,924
22839,2014/1/15,23,110000002,NULL,NULL,2600,NULL,4000,26,89,NULL,93,45,90,NULL,83,30,10,NULL,18,6,152,NULL,160,105,130,NULL,130,172,2,59:02.2,1,925
22840,2014/1/16,0,110000002,NULL,NULL,3400,NULL,4000,34,115,NULL,95,58,156,NULL,86,51,9,NULL,18,6,285,NULL,167,109,228,NULL,136,180,2,59:02.2,1,926
22841,2014/1/16,1,110000002,NULL,NULL,3700,NULL,4000,37,123,NULL,96,62,168,NULL,91,53,8,NULL,18,6,329,NULL,176,113,294,NULL,144,192,2,59:02.2,1,927
22842,2014/1/16,2,110000002,NULL,NULL,4200,NULL,4000,42,131,NULL,99,66,192,NULL,96,56,10,NULL,18,6,375,NULL,187,119,347,NULL,156,206,2,59:02.2,1,928
